"ICD.Chapter";"State";"Year";"Deaths";"Population";"Crude.Rate"
"Diseases of the skin and subcutaneous tissue";"Utah";2010;35;2763885;13
"Diseases of the skin and subcutaneous tissue";"Utah";2011;34;2817222;12
"Diseases of the skin and subcutaneous tissue";"Utah";2012;36;2855287;13
"Diseases of the skin and subcutaneous tissue";"Utah";2013;35;2900872;12
"Diseases of the skin and subcutaneous tissue";"Utah";2014;30;2942902;10
"Diseases of the skin and subcutaneous tissue";"Utah";2015;26;2995919;9
"Diseases of the skin and subcutaneous tissue";"Vermont";2005;10;621215;16
"Diseases of the skin and subcutaneous tissue";"Vermont";2010;13;625741;21
"Diseases of the skin and subcutaneous tissue";"Vermont";2011;14;626431;22
"Diseases of the skin and subcutaneous tissue";"Virginia";1999;122;7000174;17
"Diseases of the skin and subcutaneous tissue";"Virginia";2000;107;7078515;15
"Diseases of the skin and subcutaneous tissue";"Virginia";2001;127;7198362;18
"Diseases of the skin and subcutaneous tissue";"Virginia";2002;137;7286873;19
"Diseases of the skin and subcutaneous tissue";"Virginia";2003;127;7366977;17
"Diseases of the skin and subcutaneous tissue";"Virginia";2004;133;7475575;18
"Diseases of the skin and subcutaneous tissue";"Virginia";2005;130;7577105;17
"Diseases of the skin and subcutaneous tissue";"Virginia";2006;95;7673725;12
"Diseases of the skin and subcutaneous tissue";"Virginia";2007;108;7751000;14
"Diseases of the skin and subcutaneous tissue";"Virginia";2008;109;7833496;14
"Diseases of the skin and subcutaneous tissue";"Virginia";2009;103;7925937;13
"Diseases of the skin and subcutaneous tissue";"Virginia";2010;109;8001024;14
"Diseases of the skin and subcutaneous tissue";"Virginia";2011;108;8096604;13
"Diseases of the skin and subcutaneous tissue";"Virginia";2012;132;8185867;16
"Diseases of the skin and subcutaneous tissue";"Virginia";2013;128;8260405;15
"Diseases of the skin and subcutaneous tissue";"Virginia";2014;138;8326289;17
"Diseases of the skin and subcutaneous tissue";"Virginia";2015;134;8382993;16
"Diseases of the skin and subcutaneous tissue";"Washington";1999;50;5842564;9
"Diseases of the skin and subcutaneous tissue";"Washington";2000;34;5894121;6
"Diseases of the skin and subcutaneous tissue";"Washington";2001;33;5985722;6
"Diseases of the skin and subcutaneous tissue";"Washington";2002;55;6052349;9
"Diseases of the skin and subcutaneous tissue";"Washington";2003;65;6104115;11
"Diseases of the skin and subcutaneous tissue";"Washington";2004;76;6178645;12
"Diseases of the skin and subcutaneous tissue";"Washington";2005;72;6257305;12
"Diseases of the skin and subcutaneous tissue";"Washington";2006;85;6370753;13
"Diseases of the skin and subcutaneous tissue";"Washington";2007;77;6461587;12
"Diseases of the skin and subcutaneous tissue";"Washington";2008;66;6562231;10
"Diseases of the skin and subcutaneous tissue";"Washington";2009;76;6667426;11
"Diseases of the skin and subcutaneous tissue";"Washington";2010;77;6724540;11
"Diseases of the skin and subcutaneous tissue";"Washington";2011;88;6830038;13
"Diseases of the skin and subcutaneous tissue";"Washington";2012;88;6897012;13
"Diseases of the skin and subcutaneous tissue";"Washington";2013;90;6971406;13
"Diseases of the skin and subcutaneous tissue";"Washington";2014;107;7061530;15
"Diseases of the skin and subcutaneous tissue";"Washington";2015;102;7170351;14
"Diseases of the skin and subcutaneous tissue";"West Virginia";1999;40;1811799;22
"Diseases of the skin and subcutaneous tissue";"West Virginia";2000;24;1808344;13
"Diseases of the skin and subcutaneous tissue";"West Virginia";2001;26;1801481;14
"Diseases of the skin and subcutaneous tissue";"West Virginia";2002;21;1805414;12
"Diseases of the skin and subcutaneous tissue";"West Virginia";2003;26;1812295;14
"Diseases of the skin and subcutaneous tissue";"West Virginia";2004;28;1816438;15
"Diseases of the skin and subcutaneous tissue";"West Virginia";2005;38;1820492;21
"Diseases of the skin and subcutaneous tissue";"West Virginia";2006;28;1827912;15
"Diseases of the skin and subcutaneous tissue";"West Virginia";2007;30;1834052;16
"Diseases of the skin and subcutaneous tissue";"West Virginia";2008;39;1840310;21
"Diseases of the skin and subcutaneous tissue";"West Virginia";2009;40;1847775;22
"Diseases of the skin and subcutaneous tissue";"West Virginia";2010;31;1852994;17
"Diseases of the skin and subcutaneous tissue";"West Virginia";2011;34;1855364;18
"Diseases of the skin and subcutaneous tissue";"West Virginia";2012;33;1855413;18
"Diseases of the skin and subcutaneous tissue";"West Virginia";2013;29;1854304;16
"Diseases of the skin and subcutaneous tissue";"West Virginia";2014;23;1850326;12
"Diseases of the skin and subcutaneous tissue";"West Virginia";2015;37;1844128;20
"Diseases of the skin and subcutaneous tissue";"Wisconsin";1999;56;5332666;11
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2000;70;5363675;13
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2001;65;5406835;12
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2002;77;5445162;14
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2003;72;5479203;13
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2004;85;5514026;15
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2005;71;5546166;13
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2006;65;5577655;12
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2007;64;5610775;11
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2008;68;5640996;12
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2009;80;5669264;14
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2010;83;5686986;15
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2011;94;5711767;16
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2012;96;5726398;17
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2013;69;5742713;12
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2014;103;5757564;18
"Diseases of the skin and subcutaneous tissue";"Wisconsin";2015;116;5771337;20
"Diseases of the skin and subcutaneous tissue";"Wyoming";1999;10;491780;20
"Diseases of the skin and subcutaneous tissue";"Wyoming";2013;13;582658;22
"Diseases of the skin and subcutaneous tissue";"Wyoming";2014;12;584153;21
"Diseases of the skin and subcutaneous tissue";"Wyoming";2015;11;586107;19
"Diseases of the musculoskeletal system and connective tissue";"Alabama";1999;193;4430141;44
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2000;243;4447100;55
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2001;246;4467634;55
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2002;240;4480089;54
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2003;252;4503491;56
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2004;243;4530729;54
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2005;212;4569805;46
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2006;183;4628981;40
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2007;258;4672840;55
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2008;262;4718206;56
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2009;197;4757938;41
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2010;231;4779736;48
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2011;229;4802740;48
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2012;245;4822023;51
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2013;205;4833722;42
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2014;217;4849377;45
"Diseases of the musculoskeletal system and connective tissue";"Alabama";2015;210;4858979;43
"Diseases of the musculoskeletal system and connective tissue";"Alaska";1999;15;624779;24
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2000;13;626932;21
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2001;22;633714;35
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2002;22;642337;34
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2003;17;648414;26
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2004;24;659286;36
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2005;25;666946;37
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2006;13;675302;19
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2007;23;680300;34
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2008;21;687455;31
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2009;28;698895;40
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2010;26;710231;37
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2011;32;722718;44
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2012;40;731449;55
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2013;24;735132;33
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2014;28;736732;38
"Diseases of the musculoskeletal system and connective tissue";"Alaska";2015;24;738432;33
"Diseases of the musculoskeletal system and connective tissue";"Arizona";1999;260;5023823;52
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2000;246;5130632;48
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2001;244;5273477;46
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2002;267;5396255;49
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2003;241;5510364;44
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2004;222;5652404;39
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2005;250;5839077;43
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2006;256;6029141;42
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2007;249;6167681;40
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2008;256;6280362;41
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2009;245;6343154;39
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2010;228;6392017;36
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2011;321;6482505;50
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2012;277;6553255;42
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2013;286;6626624;43
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2014;315;6731484;47
"Diseases of the musculoskeletal system and connective tissue";"Arizona";2015;299;6828065;44
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";1999;132;2651860;50
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2000;133;2673400;50
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2001;136;2691571;51
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2002;153;2705927;57
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2003;157;2724816;58
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2004;134;2749686;49
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2005;124;2781097;45
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2006;132;2821761;47
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2007;124;2848650;44
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2008;133;2874554;46
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2009;130;2896843;45
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2010;139;2915918;48
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2011;120;2937979;41
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2012;115;2949131;39
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2013;98;2959373;33
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2014;127;2966369;43
"Diseases of the musculoskeletal system and connective tissue";"Arkansas";2015;133;2978204;45
"Diseases of the musculoskeletal system and connective tissue";"California";1999;1336;33499204;40
"Diseases of the musculoskeletal system and connective tissue";"California";2000;1329;33871648;39
"Diseases of the musculoskeletal system and connective tissue";"California";2001;1381;34479458;40
"Diseases of the musculoskeletal system and connective tissue";"California";2002;1314;34871843;38
"Diseases of the musculoskeletal system and connective tissue";"California";2003;1465;35253159;42
"Diseases of the musculoskeletal system and connective tissue";"California";2004;1328;35574576;37
"Diseases of the musculoskeletal system and connective tissue";"California";2005;1391;35827943;39
"Diseases of the musculoskeletal system and connective tissue";"California";2006;1303;36021202;36
"Diseases of the musculoskeletal system and connective tissue";"California";2007;1331;36250311;37
"Diseases of the musculoskeletal system and connective tissue";"California";2008;1342;36604337;37
"Diseases of the musculoskeletal system and connective tissue";"California";2009;1283;36961229;35
"Diseases of the musculoskeletal system and connective tissue";"California";2010;1237;37253956;33
"Diseases of the musculoskeletal system and connective tissue";"California";2011;1285;37691912;34
"Diseases of the musculoskeletal system and connective tissue";"California";2012;1292;38041430;34
"Diseases of the musculoskeletal system and connective tissue";"California";2013;1266;38332521;33
"Diseases of the musculoskeletal system and connective tissue";"California";2014;1154;38802500;30
"Diseases of the musculoskeletal system and connective tissue";"California";2015;1256;39144818;32
"Diseases of the musculoskeletal system and connective tissue";"Colorado";1999;186;4226018;44
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2000;188;4301261;44
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2001;223;4425687;50
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2002;219;4490406;49
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2003;247;4528732;55
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2004;205;4575013;45
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2005;254;4631888;55
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2006;236;4720423;50
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2007;244;4803868;51
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2008;237;4889730;48
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2009;235;4972195;47
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2010;219;5029196;44
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2011;226;5116796;44
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2012;250;5187582;48
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2013;246;5268367;47
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2014;233;5355866;44
"Diseases of the musculoskeletal system and connective tissue";"Colorado";2015;228;5456574;42
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";1999;132;3386401;39
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2000;129;3405565;38
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2001;143;3432835;42
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2002;148;3458749;43
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2003;132;3484336;38
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2004;152;3496094;43
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2005;170;3506956;48
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2006;140;3517460;40
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2007;153;3527270;43
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2008;149;3545579;42
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2009;142;3561807;40
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2010;137;3574097;38
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2011;118;3580709;33
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2012;142;3590347;40
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2013;164;3596080;46
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2014;136;3596677;38
"Diseases of the musculoskeletal system and connective tissue";"Connecticut";2015;166;3590886;46
"Diseases of the musculoskeletal system and connective tissue";"Delaware";1999;45;774990;58
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2000;42;783600;54
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2001;41;795699;52
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2002;33;806169;41
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2003;38;818003;46
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2004;44;830803;53
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2005;42;845150;50
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2006;45;859268;52
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2007;34;871749;39
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2008;42;883874;48
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2009;44;891730;49
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2010;35;897934;39
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2011;26;907135;29
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2012;41;917092;45
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2013;39;925749;42
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2014;44;935614;47
"Diseases of the musculoskeletal system and connective tissue";"Delaware";2015;57;945934;60
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";1999;20;570213;35
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2000;31;572059;54
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2001;40;574504;70
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2002;45;573158;79
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2003;42;568502;74
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2004;34;567754;60
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2005;22;567136;39
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2006;28;570681;49
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2007;31;574404;54
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2008;32;580236;55
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2009;33;592228;56
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2010;33;601723;55
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2011;26;617996;42
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2012;29;632323;46
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2013;21;646449;32
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2014;21;658893;32
"Diseases of the musculoskeletal system and connective tissue";"District of Columbia";2015;19;672228;28
"Diseases of the musculoskeletal system and connective tissue";"Florida";1999;786;15759421;50
"Diseases of the musculoskeletal system and connective tissue";"Florida";2000;835;15982378;52
"Diseases of the musculoskeletal system and connective tissue";"Florida";2001;790;16356966;48
"Diseases of the musculoskeletal system and connective tissue";"Florida";2002;808;16689370;48
"Diseases of the musculoskeletal system and connective tissue";"Florida";2003;811;17004085;48
"Diseases of the musculoskeletal system and connective tissue";"Florida";2004;882;17415318;51
"Diseases of the musculoskeletal system and connective tissue";"Florida";2005;801;17842038;45
"Diseases of the musculoskeletal system and connective tissue";"Florida";2006;901;18166990;50
"Diseases of the musculoskeletal system and connective tissue";"Florida";2007;850;18367842;46
"Diseases of the musculoskeletal system and connective tissue";"Florida";2008;757;18527305;41
"Diseases of the musculoskeletal system and connective tissue";"Florida";2009;806;18652644;43
"Diseases of the musculoskeletal system and connective tissue";"Florida";2010;748;18801310;40
"Diseases of the musculoskeletal system and connective tissue";"Florida";2011;791;19057542;42
"Diseases of the musculoskeletal system and connective tissue";"Florida";2012;756;19317568;39
"Diseases of the musculoskeletal system and connective tissue";"Florida";2013;781;19552860;40
"Diseases of the musculoskeletal system and connective tissue";"Florida";2014;729;19893297;37
"Diseases of the musculoskeletal system and connective tissue";"Florida";2015;847;20271272;42
"Diseases of the musculoskeletal system and connective tissue";"Georgia";1999;343;8045965;43
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2000;359;8186453;44
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2001;372;8377038;44
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2002;367;8508256;43
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2003;371;8622793;43
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2004;399;8769252;45
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2005;374;8925922;42
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2006;357;9155813;39
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2007;346;9349988;37
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2008;282;9504843;30
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2009;351;9620846;36
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2010;346;9687653;36
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2011;370;9815210;38
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2012;341;9919945;34
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2013;341;9992167;34
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2014;337;10097343;33
"Diseases of the musculoskeletal system and connective tissue";"Georgia";2015;349;10214860;34
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";1999;51;1210300;42
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2000;59;1211537;49
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2001;44;1225948;36
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2002;53;1239613;43
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2003;57;1251154;46
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2004;71;1273569;56
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2005;61;1292729;47
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2006;49;1309731;37
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2007;45;1315675;34
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2008;66;1332213;50
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2009;67;1346717;50
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2010;33;1360301;24
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2011;60;1374810;44
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2012;55;1392313;40
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2013;57;1404054;41
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2014;45;1419561;32
"Diseases of the musculoskeletal system and connective tissue";"Hawaii";2015;46;1431603;32
"Diseases of the musculoskeletal system and connective tissue";"Idaho";1999;78;1275674;61
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2000;78;1293953;60
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2001;76;1319962;58
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2002;109;1340372;81
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2003;88;1363380;65
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2004;91;1391802;65
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2005;94;1428241;66
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2006;85;1468669;58
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2007;90;1505105;60
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2008;88;1534320;57
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2009;79;1554439;51
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2010;98;1567582;63
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2011;110;1584985;69
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2012;112;1595728;70
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2013;98;1612136;61
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2014;97;1634464;59
"Diseases of the musculoskeletal system and connective tissue";"Idaho";2015;90;1654930;54
"Diseases of the musculoskeletal system and connective tissue";"Illinois";1999;602;12359020;49
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2000;653;12419293;53
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2001;622;12488445;50
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2002;632;12525556;50
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2003;606;12556006;48
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2004;602;12589773;48
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2005;665;12609903;53
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2006;594;12643955;47
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2007;575;12695866;45
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2008;585;12747038;46
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2009;539;12796778;42
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2010;481;12830632;37
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2011;548;12869257;43
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2012;513;12875255;40
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2013;515;12882135;40
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2014;534;12880580;41
"Diseases of the musculoskeletal system and connective tissue";"Illinois";2015;525;12859995;41
"Diseases of the musculoskeletal system and connective tissue";"Indiana";1999;306;6044969;51
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2000;290;6080485;48
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2001;312;6127760;51
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2002;318;6155967;52
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2003;314;6196638;51
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2004;310;6233007;50
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2005;308;6278616;49
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2006;263;6332669;42
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2007;286;6379599;45
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2008;329;6424806;51
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2009;273;6459325;42
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2010;261;6483802;40
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2011;314;6516922;48
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2012;343;6537334;52
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2013;325;6570902;49
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2014;363;6596855;55
"Diseases of the musculoskeletal system and connective tissue";"Indiana";2015;317;6619680;48
"Diseases of the musculoskeletal system and connective tissue";"Iowa";1999;164;2917634;56
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2000;171;2926324;58
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2001;184;2931997;63
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2002;182;2934234;62
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2003;188;2941999;64
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2004;178;2953635;60
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2005;200;2964454;67
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2006;179;2982644;60
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2007;202;2999212;67
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2008;209;3016734;69
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2009;169;3032870;56
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2010;204;3046355;67
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2011;182;3062309;59
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2012;164;3074186;53
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2013;153;3090416;50
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2014;154;3107126;50
"Diseases of the musculoskeletal system and connective tissue";"Iowa";2015;166;3123899;53
"Diseases of the musculoskeletal system and connective tissue";"Kansas";1999;148;2678338;55
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2000;182;2688418;68
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2001;163;2702162;60
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2002;190;2713535;70
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2003;172;2723004;63
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2004;182;2734373;67
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2005;189;2745299;69
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2006;177;2762931;64
